,Unnamed: 0,date,names,locs,tweet_texts,links,linked_text,liked,topic,topic_prob,t1,t2,t3,t4,t5,political_alignment,liberal_confidence,conservative_confidence
88,88,1-Apr,The Verge,New York,MSCHF will not ship its 666th pair of Satan Shoes after Nike lawsuit https://t.co/VNlJfHoYVK https://t.co/YqmDHUWSPA,https://www.theverge.com/2021/4/1/22361961/mschf-nike-unauthorized-satan-shoe-lawsuit-response-restraining-order?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter,,0.0,"rec, sport, baseball",0.46565,rec,sport,baseball,,,Liberal,0.9989228844642639,0.0010771147208288312
89,89,1-Apr,The New York Times,New York City,"RT @sarahkliff: Billions in new Obamacare subsidies go live on https://t.co/hHpJTTaZfz today. 

Lots of people out there can get free ACA p…",http://Healthcare.gov,,0.0,"talk, politics, misc",0.96837,talk,politics,misc,,,Conservative,0.054629337042570114,0.9453707337379456
90,90,1-Apr,National Gallery,"London, UK",#DidYouKnow our picture of the month is available to buy as a print through our custom art print service at our onl… https://t.co/ULUGd12ObB,,,0.0,"comp, graphics",0.6132,comp,graphics,,,,Conservative,0.018915744498372078,0.9810842871665955
91,91,1-Apr,Tamara McCleary,"Boulder, CO",The future of #AI is not as rosy as some might think https://t.co/rt4MhpEiUo via @TechRepublic #ethics https://t.co/X3yI62K6nU,https://www.techrepublic.com/article/gartner-the-future-of-ai-is-not-as-rosy-as-some-might-think/,,0.0,"alt, atheism",0.32805,alt,atheism,,,,Liberal,0.9942554831504822,0.005744582042098045
92,92,1-Apr,The Guardian,London,"Rapid global heating is hurting farm productivity, study finds https://t.co/m61OKgJjew",https://www.theguardian.com/environment/2021/apr/01/climate-crisis-global-heating-food-farming-agriculture?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617289688,,0.0,"sci, electronics",0.14437,sci,electronics,,,,Liberal,0.9996544122695923,0.0003455745754763484
93,93,1-Apr,The Guardian,London,"Richard Okorogheye: no recent activity on phone of missing Londoner, say police https://t.co/8YdpgIdTFC",https://www.theguardian.com/uk-news/2021/apr/01/richard-okorogheye-no-recent-activity-on-phone-of-missing-londoner-say-police?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617289686,,0.0,"sci, crypt",0.481,sci,crypt,,,,Conservative,0.020640050992369652,0.9793599843978882
94,94,1-Apr,Scott Galloway,NYC,"RT @PivotPod: Excited to welcome The Prof G Show with @profgalloway to the Vox Media Podcast Network! 

Listen here: https://t.co/eJrGGYT28…",,,1.0,"sci, space",0.1747,sci,space,,,,Liberal,0.9575251936912537,0.04247486963868141
95,95,1-Apr,BBC News (World),"London, UK",This new factory north of Frankfurt produces millions of doses of the Pfizer Covid vaccine each week - here's a loo… https://t.co/dTsy6chaZa,,,0.0,"sci, med",0.993,sci,med,,,,Liberal,0.9998711347579956,0.00012887593766208738
96,96,1-Apr,The New York Times,New York City,"RT @heyitsfranklin2: ""My own personal ethos is that YA requires hope."" I loved, loved, loved this By the Book interview with Elizabeth Acev…",,,0.0,"soc, religion, christian",0.86564,soc,religion,christian,,,Liberal,0.8755816221237183,0.12441833317279816
97,97,1-Apr,The Guardian,London,Boris Johnson gives backing to domestic use of Covid passports https://t.co/UTrqYfVhPv,https://www.theguardian.com/world/2021/apr/01/boris-johnson-gives-backing-to-domestic-use-of-covid-passports?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617285009,,0.0,"talk, politics, misc",0.97798,talk,politics,misc,,,Conservative,0.0376812219619751,0.9623187780380249
98,98,1-Apr,The New York Times,New York City,"1. Pull everything out.
2. Look for alternate storage spaces.
3. More rods, more shelves and more drawers.

You don… https://t.co/wWICu4ePTQ",,,0.0,"misc, forsale",0.71348,misc,forsale,,,,Liberal,0.9983799457550049,0.0016200304962694645
99,99,1-Apr,ChrisAlbon.com,San Francisco,Cumulative Distribution Function https://t.co/eZ2bbpDzwV https://t.co/RoFr6dAkcK,https://machinelearningflashcards.com,,0.0,"rec, sport, baseball",0.19063,rec,sport,baseball,,,Liberal,0.9998677968978882,0.00013223313726484776
100,100,1-Apr,The Washington Post,"Washington, DC","""We can do this"": Biden unveils pro-vaccine TV ads, network of grass-roots leaders to push shots https://t.co/5Be5AI2VXG",https://wapo.st/3ua5c6U,,0.0,"sci, med",0.98832,sci,med,,,,Liberal,0.9999023675918579,9.758382657309994e-05
101,101,1-Apr,Conservatives,,"RT @amandamilling: It’s your membership that helps us to fight and win elections. 

Join @Conservatives today and help us to build back bet…",,,0.0,"talk, politics, misc",0.97655,talk,politics,misc,,,Liberal,0.9997978806495667,0.00020216548000462353
102,102,1-Apr,The Verge,New York,Let this be the year April Fools’ Day for brands dies https://t.co/ip3byqhBkv https://t.co/Tk4KCvrntH,https://www.theverge.com/2021/4/1/22359046/april-fools-day-brands-pr-bad-stop?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter,,0.0,"talk, religion, misc",0.15835,talk,religion,misc,,,Conservative,0.015518714673817158,0.9844813346862793
103,103,1-Apr,The Times,London,"Labour has demanded an investigation into how Boris Johnson funded the supposed £200,000 refurbishment of his Downi… https://t.co/EvaAtGR9bD",,,1.0,"talk, religion, misc",0.17133,talk,religion,misc,,,Liberal,0.9996693134307861,0.0003307323786430061
104,104,1-Apr,The New York Times,New York City,"It wasn’t until he was driving away that the man noticed something was amiss. 

“He turned back and looked and like… https://t.co/coLM1QDHEu",,,0.0,"sci, electronics",0.12143,sci,electronics,,,,Liberal,0.9284546375274658,0.07154538482427597
105,105,1-Apr,ChrisAlbon.com,San Francisco,I read this as “Rust fans” https://t.co/kLyWYSXpQE,,,0.0,"misc, forsale",0.64935,misc,forsale,,,,Liberal,0.9997640252113342,0.00023599965788889676
106,106,1-Apr,The Verge,New York,The stonks guy is now in Fortnite https://t.co/Socu5an6qn https://t.co/pqEoZ6Vs96,https://www.theverge.com/2021/4/1/22361908/fortnite-stonks-skin-gamestop-stocks?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter,,0.0,"sci, space",0.13192,sci,space,,,,Liberal,0.9985119700431824,0.0014880456728860736
107,107,1-Apr,The Guardian,London,Tiananmen Square watch withdrawn from sale by auction house https://t.co/OFdLDI4Chq,https://www.theguardian.com/world/2021/apr/01/tiananmen-square-watch-given-chinese-troops-withdrawn-from-sale-fellows-auction-house?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617286490,,0.0,"misc, forsale",0.97341,misc,forsale,,,,Conservative,0.06739439815282822,0.9326055645942688
108,108,1-Apr,BBC News (World),"London, UK","It started out with a kiss, how did it end up like this? How Mr Brightside is the hit that just won't die https://t.co/nU0x3YmJ15",https://bbc.in/39wD5qC,,0.0,"misc, forsale",0.23539,misc,forsale,,,,Conservative,0.0005389658617787063,0.9994609951972961
109,109,1-Apr,The New York Times,New York City,"RT @smervosh: When I heard nursing homes were finally reopening after a year, I thought, what happy news!

But I was surprised to learn how…",,,0.0,"sci, med",0.81329,sci,med,,,,Liberal,0.999894380569458,0.00010563808609731495
110,110,1-Apr,BBC News (UK),London,RT @BBCScotlandNews: The High Court could sit at four new locations in Scotland under plans to clear a backlog of cases caused by the pande…,,,0.0,"sci, crypt",0.28448,sci,crypt,,,,Liberal,0.9997392296791077,0.0002608091162983328
111,111,1-Apr,BBC News (UK),London,RT @BBCWalesNews: Mark Drakeford outlines Wales' plan for exiting lockdown - but some opposition parties criticise the delay in allowing gy…,,,0.0,"talk, politics, misc",0.7322,talk,politics,misc,,,Liberal,0.9357421398162842,0.06425787508487701
112,112,1-Apr,Tim Farron,Kendal,MP and pub landlord call for axing of 'discriminatory' vaccine certificate plan https://t.co/PlhAQDnSJG,https://www.thewestmorlandgazette.co.uk/news/19200485.tim-farron-new-unions-phil-walker-write-boris-johnson/?ref=twtrec,,0.0,"sci, med",0.97482,sci,med,,,,Liberal,0.9998743534088135,0.00012564337521325797
113,113,1-Apr,The Washington Post,"Washington, DC","India’s abrupt lockdown forced millions to walk, bike and hitchhike home. Many lives will never be the same. https://t.co/2NjkdTypK2",https://wapo.st/3cGnA1f,,0.0,"rec, motorcycles",0.9587,rec,motorcycles,,,,Liberal,0.64161616563797,0.3583838641643524
114,114,1-Apr,The Verge,New York,Sony RA5000 speaker review: extravagant sound at an unreasonable price https://t.co/c0BT8plPnr https://t.co/GzlpNOaUIe,https://www.theverge.com/22360437/sony-srs-ra5000-speaker-review-360-audio-features?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter,,0.0,"misc, forsale",0.62999,misc,forsale,,,,Liberal,0.9998701810836792,0.00012979695748072118
115,115,1-Apr,The Verge,New York,"COVID-19 vaccine ""passports"" aren’t exactly like yellow fever certifications https://t.co/fYhbXFQQnl https://t.co/JTdsgk5Yp0",https://www.theverge.com/22359121/covid-vaccine-certification-ethics-equity-yellow-fever?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter,,0.0,"sci, med",0.99355,sci,med,,,,Liberal,0.9997028708457947,0.00029715479467995465
116,116,1-Apr,The Guardian,London,The Tories' decade in power is remarkable for the hollowness of their vision | Andy Beckett https://t.co/jyMzjTTh4h,https://www.theguardian.com/commentisfree/2021/apr/01/tories-decade-in-power-hollowness-vision-keir-starmer?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617285009,,0.0,"rec, sport, baseball",0.30042,rec,sport,baseball,,,Liberal,0.999386191368103,0.0006137560703791678
117,117,1-Apr,Emily M. Bender,,My hobby today: Reading tweets announcing new #NLProc papers as if they are April Fool's pranks (often where I'm not quite in on the joke),,,0.0,"sci, electronics",0.15325,sci,electronics,,,,Liberal,0.9453544020652771,0.054645538330078125
118,118,1-Apr,BBC News (UK),London,Man murdered woman after following her home from night out in Exeter https://t.co/JhaYCBokhQ,https://bbc.in/31zHrZQ,,0.0,"talk, politics, guns",0.17303,talk,politics,guns,,,Conservative,0.02737472392618656,0.9726252555847168
119,119,1-Apr,BBC News (UK),London,No further deaths linked to Covid in Northern Ireland https://t.co/p8NlBvkyB2,https://bbc.in/3cHQe29,,0.0,"talk, politics, misc",0.39942,talk,politics,misc,,,Liberal,0.9995718598365784,0.00042818966903723776
120,120,1-Apr,BBC News (UK),London,New Moderna Covid vaccine due to arrive in Scotland next week https://t.co/0OxmaUJWrr,https://bbc.in/39y84CQ,,0.0,"sci, med",0.99264,sci,med,,,,Liberal,0.9997827410697937,0.00021732074674218893
121,121,1-Apr,Kara Swisher,"Washington, DC","“Being a successful tech investor and a billionaire doesn’t give you a claim to unique, privileged access to electe… https://t.co/DnQdqQerNo",,,0.0,"sci, med",0.13735,sci,med,,,,Liberal,0.9997856020927429,0.00021444828598760068
122,122,1-Apr,The New York Times,New York City,"John Sudworth, a China correspondent for the BBC, has left Beijing after nine years, citing a propaganda campaign d… https://t.co/cLCYaYDysv",,,0.0,"talk, politics, misc",0.97371,talk,politics,misc,,,Liberal,0.9817814826965332,0.01821857877075672
123,123,1-Apr,BBC News (World),"London, UK",Wife of Italian navy captain accused of spying for Russia reveals dire finances https://t.co/W4ZtIu6X95,https://bbc.in/2PLGLOr,,0.0,"talk, politics, misc",0.9652,talk,politics,misc,,,Conservative,0.00041191658237949014,0.9995880722999573
124,124,1-Apr,Time Out London,London,Cinnamon Club's Vivek Singh lockdown kitchen must-haves https://t.co/GqC1jT2F2l,https://bit.ly/31Bu23x,,0.0,"misc, forsale",0.19042,misc,forsale,,,,Liberal,0.9994140863418579,0.0005859033553861082
125,125,1-Apr,The Guardian,London,Doreen Lawrence says No 10 report gives 'racists the green light' https://t.co/RPNKAjtQDQ,https://www.theguardian.com/world/2021/apr/01/doreen-lawrence-says-no-10-report-gives-racists-the-green-light?CMP=twt_gu&utm_source=Twitter&utm_medium#Echobox=1617287894,,0.0,"talk, politics, misc",0.97688,talk,politics,misc,,,Conservative,0.00013475996092893183,0.9998651742935181
126,126,1-Apr,The Times,London,"RT @AArmstrong_says: ""If this drops much lower you will start getting a free share with your Big Mac delivery""

How the wheels came off Del…",,,0.0,"comp, sys, mac, hardware",0.9485,comp,sys,mac,hardware,,Liberal,0.9958893656730652,0.004110712558031082
127,127,1-Apr,The Times,London,"RT @thetimes2: Why my friend John le Carré, chronicler of the English, died an Irish citizen https://t.co/TcYymevzuv",https://www.thetimes.co.uk/article/why-my-friend-john-le-carre-chronicler-of-the-english-died-an-irish-citizen-0t03wv3s7?utm_medium=Social&utm_source=Twitter#Echobox=1617287639,,0.0,"talk, religion, misc",0.25211,talk,religion,misc,,,Conservative,0.010199167765676975,0.9898008704185486
128,128,1-Apr,Hubble,Goddard Space Flight Center,"Talk about a space jam. 🎶

Hubble &amp; @chandraxray data are represented by beautiful music in this sonification of th… https://t.co/CFM8jhMLdx",,,0.0,"sci, space",0.99558,sci,space,,,,Liberal,0.9999281167984009,7.183511479524896e-05
129,129,1-Apr,Londonist,"London, England","Ways to add some wilderness to your long weekend 

https://t.co/aQpiptzQqE",https://londonist.com/2016/06/spend-summer-in-the-countryside-without-leaving-the-city,,0.0,"misc, forsale",0.23757,misc,forsale,,,,Liberal,0.9983189702033997,0.001681008841842413
130,130,1-Apr,The Times,London,A British football agent and two other men have been arrested as part of an investigation into fraud at the FA as a… https://t.co/2CkFhBAbCE,,,0.0,"misc, forsale",0.45231,misc,forsale,,,,Conservative,0.001326884375885129,0.9986730813980103
131,131,1-Apr,The New York Times,New York City,"RT @declanwalsh: Mona Lisa, 18, survived an attempted rape with seven gunshot wounds and an amputated arm. She wanted it known that she res…",,,0.0,"sci, med",0.83191,sci,med,,,,Liberal,0.9894475936889648,0.010552405379712582
132,132,1-Apr,The Guardian,London,Tell us about your hair dyeing disasters during lockdown https://t.co/VuViZgfRJ7,https://www.theguardian.com/fashion/2021/apr/01/tell-us-about-your-hair-dyeing-disasters-during-lockdown,,0.0,"sci, med",0.90734,sci,med,,,,Liberal,0.9813038110733032,0.018696192651987076
133,133,1-Apr,Gary Marcus,,"“For the foreseeable future, computers will not be able to match humans in their ability to reason abstractly about… https://t.co/Xn3gGrbBsK",,,0.0,"comp, windows, x",0.90353,comp,windows,x,,,Conservative,0.14850987493991852,0.8514900803565979
134,134,1-Apr,BBC News (UK),London,"RT @BBCNewsnight: The UK ""no longer"" has a system rigged against people from ethnic minorities, a review set up by the government says. 

B…",,,0.0,"talk, politics, misc",0.98255,talk,politics,misc,,,Liberal,0.999897837638855,0.00010215403017355129
135,135,1-Apr,Tim Farron,Kendal,RT @Arnside_AONB: Check out the updated #CountrysideCode hot off the press today! 💚 #RespectProtectEnjoy https://t.co/p92x9TTLbE,,,0.0,"misc, forsale",0.492,misc,forsale,,,,Liberal,0.999886155128479,0.00011382546654203907
136,136,1-Apr,Conservatives,,"RT @HartBio: We had @BorisJohnson on-site at Hart Biologicals today to support Jill Mortimer's election campaign 

#hartbiologicals #hartle…",,,0.0,"talk, politics, misc",0.43523,talk,politics,misc,,,Liberal,0.9998921155929565,0.00010787145583890378
137,137,1-Apr,The Washington Post,"Washington, DC","For Juan Soto, the home runs and the hype don’t matter. The work does. https://t.co/DrolvHquiu",https://wapo.st/3cDVunh,,0.0,"rec, sport, baseball",0.85838,rec,sport,baseball,,,Liberal,0.8708747029304504,0.12912529706954956
138,138,1-Apr,Allie K. Miller,"San Francisco, CA","Honestly, this is exactly what Bradley Cooper *would* say on LinkedIn. https://t.co/gn6MsCflVZ",,,0.0,"sci, crypt",0.50373,sci,crypt,,,,Conservative,0.00035859865602105856,0.9996414184570312
139,139,1-Apr,The New York Times,New York City,Michigan is in the throes of a coronavirus outbreak that is one of the largest and most alarming in the U.S. The co… https://t.co/BbBTPaLc7L,,,0.0,"sci, med",0.99285,sci,med,,,,Conservative,0.018176116049289703,0.9818238615989685
140,140,1-Apr,BBC News (UK),London,"Pfizer Covid vaccine ""stopping 91% of cases in first six months,"" study suggests https://t.co/gyAIp8h3bU",https://bbc.in/3dtIaB8,,0.0,"sci, med",0.9935,sci,med,,,,Liberal,0.9998854398727417,0.00011459478264441714
141,141,1-Apr,BBC News (World),"London, UK","Pfizer Covid vaccine ""stopping 91% of cases in first six months,"" study suggests https://t.co/MNvQWygmi7",https://bbc.in/3rI4eNq,,0.0,"sci, med",0.99332,sci,med,,,,Liberal,0.9998766183853149,0.00012335291830822825
142,142,1-Apr,Nick Robinson,,"RT @rosenbaum6: Political Thinking with @bbcnickrobinson is back: In the first of the new run, vaccines minister @nadhimzahawi talks about…",,,0.0,"talk, politics, misc",0.92659,talk,politics,misc,,,Liberal,0.9982193112373352,0.001780627528205514
143,143,1-Apr,The New York Times,New York City,RT @JesseDrucker: 1/ EXCLUSIVE: Bristol Myers used an allegedly 'abusive' offshore shelter to dodge more than $1 billion in US taxes: https…,,,0.0,"talk, politics, misc",0.94835,talk,politics,misc,,,Liberal,0.9998544454574585,0.00014547489990945905
144,144,1-Apr,The Guardian,London,A tale of big cities: the battle for promotion to Super League begins | By @NoHelmetsReq https://t.co/pelL16W1Oq,https://www.theguardian.com/sport/no-helmets-required/2021/apr/01/rugby-league-tale-big-cities-battle-promotion-super-league-championship-toulouse,,0.0,"rec, sport, hockey",0.78995,rec,sport,hockey,,,Liberal,0.9956035614013672,0.004396464675664902
145,145,1-Apr,Nick Robinson,,"Did what @BorisJohnson called ""greed"" help Britain to win the vaccine race? The new series of #PoliticalThinking co… https://t.co/2qt7N9L98g",,,0.0,"sci, med",0.95293,sci,med,,,,Liberal,0.9996185302734375,0.0003814798837993294
146,146,1-Apr,The Guardian,London,Erling Haaland's agent holds Barcelona talks as race for striker gathers pace https://t.co/qtobaQoYsK,https://www.theguardian.com/football/2021/apr/01/erling-haaland-agent-holds-barcelona-talks-manchester-city-chelsea-real-madrid-dortmund?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617286954,,0.0,"rec, sport, baseball",0.49541,rec,sport,baseball,,,Liberal,0.7010087966918945,0.2989911437034607
147,147,1-Apr,The Guardian,London,"Lee Collins, Yeovil Town captain, dies aged 32 https://t.co/Z3pxHFPRdf",https://www.theguardian.com/football/2021/apr/01/lee-collins-yeovil-town-captain-dies-aged-32?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617286953,,0.0,"rec, sport, baseball",0.60623,rec,sport,baseball,,,Liberal,0.5468721985816956,0.4531278610229492
148,148,1-Apr,BBC News (World),"London, UK",April Fools' Day: 10 stories that look like pranks but aren't https://t.co/JrX0QKgcKB,https://bbc.in/3rBbKd6,,0.0,"talk, religion, misc",0.17904,talk,religion,misc,,,Liberal,0.5911619663238525,0.40883806347846985
149,149,1-Apr,The Guardian,London,April fools innovations: from TubbyCoins to socially networked cows https://t.co/Y6fBaZvJPw,https://www.theguardian.com/uk-news/2021/apr/01/april-fools-innovations-from-tubbycoins-to-socially-networked-cows?CMP=twt_gu&utm_source=Twitter&utm_medium#Echobox=1617286165,,0.0,"rec, motorcycles",0.11696,rec,motorcycles,,,,Liberal,0.9999239444732666,7.599115633638576e-05
150,150,1-Apr,The New York Times,New York City,"In Opinion
“As states await census data to guide redistricting, there is one wild card in the mix: the possible ena… https://t.co/ughBociIvH",,,0.0,"rec, sport, baseball",0.56588,rec,sport,baseball,,,Liberal,0.9992450475692749,0.0007550325244665146
151,151,1-Apr,The Times,London,A government adviser on classroom discipline appeared to criticise pupils after they protested against a 'racist' u… https://t.co/GAprCKuVLF,,,0.0,"talk, politics, misc",0.96728,talk,politics,misc,,,Conservative,0.0008425266714766622,0.9991574287414551
152,152,1-Apr,The Verge,New York,Doom 3 for PSVR is a solid showcase for Sony’s Aim Controller https://t.co/tZg4BdyjoJ https://t.co/JX5QVqxKsn,https://www.theverge.com/2021/4/1/22361736/doom-3-vr-edition-review-ps4-psvr-aim-controller?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter,,0.0,"comp, sys, ibm, pc, hardware",0.62869,comp,sys,ibm,pc,hardware,Liberal,0.9998828172683716,0.00011713002459146082
153,153,1-Apr,BBC News (UK),London,Conservative Party helped PM Boris Johnson with Jennifer Arcuri inquiry legal bills https://t.co/eowO3NMJoz,https://bbc.in/3u5hQUO,,0.0,"talk, politics, misc",0.61671,talk,politics,misc,,,Liberal,0.9878760576248169,0.01212390884757042
154,154,1-Apr,The Washington Post,"Washington, DC","Elizabeth Shedlick, nurse to two presidents, dies of covid-19 https://t.co/tDxPbUMZkT",https://wapo.st/3rB8e2o,,0.0,"rec, sport, baseball",0.51604,rec,sport,baseball,,,Liberal,0.9433977603912354,0.05660224333405495
155,155,1-Apr,The New York Times,New York City,"RT @ElianPeltier: The group, COVID-19 Bereaved Families for Justice, is advocating for a public inquiry into the government’s handling of t…",,,0.0,"talk, politics, misc",0.98248,talk,politics,misc,,,Liberal,0.9987450838088989,0.00125484773889184
156,156,1-Apr,The Guardian,London,"UK must do more to address 'serious issues' with racism, says Boris Johnson – video https://t.co/aVR3ivzkkl",https://www.theguardian.com/world/video/2021/apr/01/uk-must-do-more-to-address-serious-issues-with-racism-says-boris-johnson-video?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617286469,,0.0,"rec, sport, baseball",0.37804,rec,sport,baseball,,,Conservative,0.00021462622680701315,0.9997853636741638
157,157,1-Apr,The Guardian,London,Illinois Latinos criticize plan to rename school after 'deporter-in-chief' Obama https://t.co/r0wCHOvhRO,https://www.theguardian.com/us-news/2021/apr/01/illinois-latinos-barack-obama-thomas-jefferson-middle-school?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617286460,,0.0,"talk, politics, misc",0.98363,talk,politics,misc,,,Conservative,0.00014028427540324628,0.9998596906661987
158,158,1-Apr,The Guardian,London,EXCLUSIVE: Tory donor lobbied minister to speed up his £65m PPE deal https://t.co/7eVMDmOFE3,https://www.theguardian.com/world/2021/apr/01/tory-donor-lobbied-minister-to-speed-up-his-65m-ppe-deal?CMP=twt_gu&utm_source=Twitter&utm_medium#Echobox=1617285443,,0.0,"talk, politics, misc",0.51129,talk,politics,misc,,,Liberal,0.9917901754379272,0.00820987205952406
159,159,1-Apr,The New York Times,New York City,"When a Filipino immigrant was attacked this week in New York City, the Philippine foreign secretary called for a fo… https://t.co/HF4Lgi8BvZ",,,0.0,"talk, politics, misc",0.93329,talk,politics,misc,,,Conservative,0.019319087266921997,0.9806808829307556
160,160,1-Apr,The Verge,New York,Is it time to say goodbye to the gas stove? https://t.co/H9DnleLjR5,https://www.youtube.com/watch?v=q_I8xc9hLoU,,0.0,"misc, forsale",0.76095,misc,forsale,,,,Conservative,0.3500097692012787,0.6499902606010437
161,161,1-Apr,The Guardian,London,Demi Lovato: Dancing With the Devil ... The Art of Starting Over review | Alexis Petridis's album of the week https://t.co/E6CEJ2SCDp,https://www.theguardian.com/music/2021/apr/01/demi-lovato-dancing-with-the-devil-the-art-of-starting-over-review?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617284218,,0.0,"rec, sport, baseball",0.24818,rec,sport,baseball,,,Liberal,0.9994202852249146,0.0005797067424282432
162,162,1-Apr,The Washington Post,"Washington, DC","Analysis: Vaccination rates are rising, but so are covid cases https://t.co/6J6jOuTstn",https://wapo.st/3maaPza,,0.0,"sci, med",0.97664,sci,med,,,,Liberal,0.9999228715896606,7.712609658483416e-05
163,163,1-Apr,The New York Times,New York City,"RT @nytopinion: ""Do we want to start vetting our partners in the same way we decide what kind of car to buy, or whom to hire, or who is lik…",,,0.0,"rec, autos",0.47931,rec,autos,,,,Liberal,0.9228000044822693,0.07719997316598892
164,164,1-Apr,BBC News (UK),London,Why your pet may need a Covid vaccine https://t.co/9PnD3abkPc,https://bbc.in/3wk6aPJ,,0.0,"sci, med",0.99287,sci,med,,,,Liberal,0.998892605304718,0.0011074424255639315
165,165,1-Apr,BBC News (World),"London, UK",Why your pet may need a Covid vaccine https://t.co/cWmTWJ0AJK,https://bbc.in/3m9BXyc,,0.0,"sci, med",0.99276,sci,med,,,,Liberal,0.9991378784179688,0.0008621183806098998
166,166,1-Apr,The Green Party,England and Wales,"RT @LGBTIQAGreens: 💚 @TheGreenParty are recruiting telephone fundraisers! 

☎️ You’ll be responsible for phoning members to discuss our imp…",,,0.0,"sci, crypt",0.51822,sci,crypt,,,,Liberal,0.9940193891525269,0.00598065834492445
167,167,1-Apr,The Times,London,Interview 🎙️ | It was precisely because she was a single mother that Katherine Ryan (@Kathbum) decided to try to ma… https://t.co/TJJAMzXuUs,,,0.0,"soc, religion, christian",0.2172,soc,religion,christian,,,Conservative,0.007983291521668434,0.9920166730880737
168,168,1-Apr,The Guardian,London,North Macedonia leave Germany reeling – Football Weekly Extra https://t.co/BGqPCyKKSt,https://www.theguardian.com/football/audio/2021/apr/01/north-macedonia-leave-germany-reeling-football-weekly-extra-podcast?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617285143,,0.0,"rec, sport, hockey",0.69647,rec,sport,hockey,,,Liberal,0.7730647921562195,0.22693516314029694
169,169,1-Apr,The Guardian,London,Thousands of British Gas customers threaten to switch over ‘fire and rehire’ policy https://t.co/zKZk9PdoN0,https://www.theguardian.com/business/2021/apr/01/thousands-british-gas-customers-switch-fire-rehire-plan?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617285142,,0.0,"misc, forsale",0.44507,misc,forsale,,,,Conservative,0.0022592528257519007,0.9977407455444336
170,170,1-Apr,The New York Times,New York City,"RT @bencasselman: 714k people filed for unemployment benefits last week (regular state programs, not seasonally adjusted). Another 237k fil…",,,0.0,"talk, politics, misc",0.68984,talk,politics,misc,,,Liberal,0.9960982799530029,0.003901710733771324
171,171,1-Apr,BBC News (UK),London,Double killer who lost eye in prison attack awarded £85k https://t.co/I5pgd8tYkV,https://bbc.in/3ub9smG,,0.0,"sci, med",0.91195,sci,med,,,,Conservative,0.00422036275267601,0.9957796335220337
172,172,1-Apr,The Green Party,England and Wales,"🎒 Teaching Assistants and school support staff have been unsung heroes during the pandemic.

💚 Their incredible wor… https://t.co/2qdXzkX8Zi",,,0.0,"sci, med",0.11913,sci,med,,,,Liberal,0.9729149341583252,0.027085041627287865
173,173,1-Apr,The New York Times,New York City,"RT @NYTArchives: In 1892, April Fool's was all about loaded hats, barricaded trousers &amp; cotton doughnuts https://t.co/yuqsH09Upo https://t.…",https://nyti.ms/3lIKlVi,,0.0,"rec, sport, baseball",0.80358,rec,sport,baseball,,,Liberal,0.9646777510643005,0.03532228246331215
174,174,1-Apr,Mayor of London,London,"RT @LDN_gov: 3,205,927 people in London have received their first dose of a COVID-19 vaccine. The total number of first and second doses re…",,,0.0,"sci, med",0.99342,sci,med,,,,Liberal,0.9996893405914307,0.00031068187672644854
175,175,1-Apr,BBC News (UK),London,"Melody Driscoll, at the centre of a legal dispute over her hospital care, died of ""worst pancreatitis,"" coroner says https://t.co/2hgvKZJ2AG",https://bbc.in/2QWtoLQ,,0.0,"sci, med",0.99415,sci,med,,,,Conservative,0.0038081861566752195,0.9961917400360107
176,176,1-Apr,BBC News (UK),London,"Essex Police chief warns people enjoying Easter weekend not to ""mess up"" progress made on Covid rates  https://t.co/PBmQcAtXwM",https://bbc.in/3uil0ol,,0.0,"misc, forsale",0.23017,misc,forsale,,,,Liberal,0.9985737800598145,0.0014261866454035044
